Date,TideType,TideTime,TideHeight (meters)
28/06/2024,High,04:54:00,3.99
28/06/2024,High,17:42:00,3.62
28/06/2024,Low,11:02:00,0.73
28/06/2024,Low,23:15:00,1.15
29/06/2024,High,05:54:00,3.92
29/06/2024,High,18:44:00,3.57
29/06/2024,Low,12:03:00,0.8
29/06/2024,Low,12:03:00,0.8
30/06/2024,High,06:57:00,3.85
30/06/2024,High,19:49:00,3.55
30/06/2024,Low,00:18:00,1.21
30/06/2024,Low,13:05:00,0.88
01/07/2024,High,08:04:00,3.8
01/07/2024,High,20:53:00,3.58
01/07/2024,Low,01:22:00,1.25
01/07/2024,Low,14:09:00,0.96
02/07/2024,High,09:12:00,3.77
02/07/2024,High,21:54:00,3.66
02/07/2024,Low,02:28:00,1.24
02/07/2024,Low,15:11:00,1.01
03/07/2024,High,10:16:00,3.77
03/07/2024,High,22:50:00,3.75
03/07/2024,Low,03:33:00,1.17
03/07/2024,Low,16:09:00,1.02
04/07/2024,High,11:15:00,3.79
04/07/2024,High,23:40:00,3.84
04/07/2024,Low,04:33:00,1.06
04/07/2024,Low,17:02:00,1.01
05/07/2024,High,12:07:00,3.79
05/07/2024,Low,05:27:00,0.94
05/07/2024,Low,17:47:00,0.99
05/07/2024,High,12:07:00,3.79
06/07/2024,High,00:23:00,3.91
06/07/2024,High,12:51:00,3.77
06/07/2024,Low,06:14:00,0.83
06/07/2024,Low,18:27:00,0.98
07/07/2024,High,01:01:00,3.96
07/07/2024,High,13:31:00,3.72
07/07/2024,Low,06:57:00,0.77
07/07/2024,Low,19:04:00,0.99
08/07/2024,High,01:37:00,3.97
08/07/2024,High,14:09:00,3.65
08/07/2024,Low,07:39:00,0.75
08/07/2024,Low,19:41:00,1.01
09/07/2024,High,02:14:00,3.95
09/07/2024,High,14:47:00,3.58
09/07/2024,Low,08:21:00,0.77
09/07/2024,Low,20:19:00,1.06
10/07/2024,High,02:54:00,3.89
10/07/2024,High,15:27:00,3.51
10/07/2024,Low,09:03:00,0.83
10/07/2024,Low,21:00:00,1.13
11/07/2024,High,03:35:00,3.81
11/07/2024,High,16:09:00,3.43
11/07/2024,Low,09:46:00,0.92
11/07/2024,Low,21:43:00,1.22
12/07/2024,High,04:18:00,3.7
12/07/2024,High,16:54:00,3.35
12/07/2024,Low,10:31:00,1.03
12/07/2024,Low,22:30:00,1.34
13/07/2024,High,05:06:00,3.57
13/07/2024,High,17:42:00,3.28
13/07/2024,Low,11:18:00,1.15
13/07/2024,Low,23:21:00,1.46
14/07/2024,High,05:58:00,3.43
14/07/2024,High,18:39:00,3.22
14/07/2024,Low,12:07:00,1.28
14/07/2024,Low,12:07:00,1.28
15/07/2024,High,07:00:00,3.32
15/07/2024,High,19:41:00,3.22
15/07/2024,Low,00:18:00,1.57
15/07/2024,Low,13:01:00,1.39
16/07/2024,High,08:09:00,3.28
16/07/2024,High,20:42:00,3.28
16/07/2024,Low,01:18:00,1.62
16/07/2024,Low,13:58:00,1.44
17/07/2024,High,09:13:00,3.31
17/07/2024,High,21:37:00,3.41
17/07/2024,Low,02:19:00,1.6
17/07/2024,Low,14:55:00,1.42
18/07/2024,High,10:09:00,3.42
18/07/2024,High,22:25:00,3.58
18/07/2024,Low,03:17:00,1.48
18/07/2024,Low,15:48:00,1.33
19/07/2024,High,11:00:00,3.55
19/07/2024,High,23:09:00,3.76
19/07/2024,Low,04:09:00,1.29
19/07/2024,Low,16:34:00,1.19
20/07/2024,High,11:44:00,3.69
20/07/2024,High,23:49:00,3.94
20/07/2024,Low,04:55:00,1.06
20/07/2024,Low,17:16:00,1.03
21/07/2024,High,12:27:00,3.81
21/07/2024,Low,05:39:00,0.82
21/07/2024,Low,17:57:00,0.88
21/07/2024,High,12:27:00,3.81
22/07/2024,High,00:30:00,4.09
22/07/2024,High,13:09:00,3.89
22/07/2024,Low,06:21:00,0.61
22/07/2024,Low,18:37:00,0.76
23/07/2024,High,01:12:00,4.2
23/07/2024,High,13:52:00,3.93
23/07/2024,Low,07:05:00,0.47
23/07/2024,Low,19:19:00,0.71
24/07/2024,High,01:56:00,4.26
24/07/2024,High,14:37:00,3.93
24/07/2024,Low,07:52:00,0.41
24/07/2024,Low,20:04:00,0.71
25/07/2024,High,02:43:00,4.27
25/07/2024,High,15:25:00,3.88
25/07/2024,Low,08:42:00,0.42
25/07/2024,Low,20:53:00,0.78
26/07/2024,High,03:33:00,4.22
26/07/2024,High,16:15:00,3.8
26/07/2024,Low,09:35:00,0.52
26/07/2024,Low,21:46:00,0.89
27/07/2024,High,04:26:00,4.12
27/07/2024,High,17:09:00,3.69
27/07/2024,Low,10:30:00,0.67
27/07/2024,Low,22:43:00,1.03
28/07/2024,High,05:24:00,3.96
28/07/2024,High,18:09:00,3.58
28/07/2024,Low,11:29:00,0.87
28/07/2024,Low,23:45:00,1.19
29/07/2024,High,06:29:00,3.79
29/07/2024,High,19:18:00,3.5
29/07/2024,Low,12:32:00,1.09
29/07/2024,Low,12:32:00,1.09
30/07/2024,High,07:44:00,3.64
30/07/2024,High,20:30:00,3.49
30/07/2024,Low,00:54:00,1.33
30/07/2024,Low,13:42:00,1.26
31/07/2024,High,09:00:00,3.57
31/07/2024,High,21:38:00,3.57
31/07/2024,Low,02:10:00,1.39
31/07/2024,Low,14:55:00,1.35
01/08/2024,High,10:11:00,3.58
01/08/2024,High,22:39:00,3.7
01/08/2024,Low,03:27:00,1.32
01/08/2024,Low,16:02:00,1.32
02/08/2024,High,11:13:00,3.63
02/08/2024,High,23:32:00,3.83
02/08/2024,Low,04:32:00,1.17
02/08/2024,Low,16:54:00,1.24
03/08/2024,High,12:04:00,3.67
03/08/2024,Low,05:24:00,0.99
03/08/2024,Low,17:37:00,1.13
03/08/2024,High,12:04:00,3.67
04/08/2024,High,00:15:00,3.93
04/08/2024,High,12:44:00,3.68
04/08/2024,Low,06:06:00,0.85
04/08/2024,Low,18:13:00,1.05
05/08/2024,High,00:48:00,3.98
05/08/2024,High,13:15:00,3.66
05/08/2024,Low,06:43:00,0.76
05/08/2024,Low,18:46:00,0.98
06/08/2024,High,01:17:00,3.99
06/08/2024,High,13:43:00,3.63
06/08/2024,Low,07:18:00,0.73
06/08/2024,Low,19:18:00,0.94
07/08/2024,High,01:47:00,3.98
07/08/2024,High,14:14:00,3.61
07/08/2024,Low,07:52:00,0.74
07/08/2024,Low,19:49:00,0.94
08/08/2024,High,02:21:00,3.94
08/08/2024,High,14:48:00,3.59
08/08/2024,Low,08:26:00,0.79
08/08/2024,Low,20:22:00,0.98
09/08/2024,High,02:56:00,3.87
09/08/2024,High,15:24:00,3.56
09/08/2024,Low,09:00:00,0.88
09/08/2024,Low,20:57:00,1.06
10/08/2024,High,03:35:00,3.77
10/08/2024,High,16:03:00,3.5
10/08/2024,Low,09:36:00,0.99
10/08/2024,Low,21:36:00,1.18
11/08/2024,High,04:17:00,3.63
11/08/2024,High,16:45:00,3.41
11/08/2024,Low,10:15:00,1.13
11/08/2024,Low,22:18:00,1.33
12/08/2024,High,05:03:00,3.46
12/08/2024,High,17:34:00,3.3
12/08/2024,Low,11:00:00,1.31
12/08/2024,Low,23:09:00,1.5
13/08/2024,High,05:59:00,3.29
13/08/2024,High,18:34:00,3.2
13/08/2024,Low,11:57:00,1.49
13/08/2024,Low,11:57:00,1.49
14/08/2024,High,07:12:00,3.16
14/08/2024,High,19:51:00,3.19
14/08/2024,Low,00:15:00,1.65
14/08/2024,Low,13:08:00,1.61
15/08/2024,High,08:41:00,3.18
15/08/2024,High,21:03:00,3.32
15/08/2024,Low,01:38:00,1.68
15/08/2024,Low,14:21:00,1.61
16/08/2024,High,09:49:00,3.33
16/08/2024,High,22:01:00,3.53
16/08/2024,Low,02:51:00,1.53
16/08/2024,Low,15:26:00,1.46
17/08/2024,High,10:43:00,3.54
17/08/2024,High,22:48:00,3.79
17/08/2024,Low,03:53:00,1.25
17/08/2024,Low,16:18:00,1.23
18/08/2024,High,11:29:00,3.75
18/08/2024,High,23:30:00,4.04
18/08/2024,Low,04:42:00,0.91
18/08/2024,Low,17:00:00,0.97
19/08/2024,High,12:09:00,3.92
19/08/2024,Low,05:24:00,0.59
19/08/2024,Low,17:39:00,0.73
19/08/2024,High,12:09:00,3.92
20/08/2024,High,00:11:00,4.24
20/08/2024,High,12:49:00,4.03
20/08/2024,Low,06:04:00,0.33
20/08/2024,Low,18:18:00,0.56
21/08/2024,High,00:51:00,4.38
21/08/2024,High,13:29:00,4.07
21/08/2024,Low,06:45:00,0.18
21/08/2024,Low,18:58:00,0.47
22/08/2024,High,01:32:00,4.44
22/08/2024,High,14:10:00,4.06
22/08/2024,Low,07:28:00,0.16
22/08/2024,Low,19:40:00,0.48
23/08/2024,High,02:16:00,4.41
23/08/2024,High,14:54:00,3.98
23/08/2024,Low,08:14:00,0.26
23/08/2024,Low,20:26:00,0.58
24/08/2024,High,03:04:00,4.3
24/08/2024,High,15:42:00,3.87
24/08/2024,Low,09:03:00,0.46
24/08/2024,Low,21:16:00,0.75
25/08/2024,High,03:56:00,4.11
25/08/2024,High,16:33:00,3.72
25/08/2024,Low,09:57:00,0.73
25/08/2024,Low,22:13:00,0.98
26/08/2024,High,04:54:00,3.87
26/08/2024,High,17:33:00,3.56
26/08/2024,Low,10:54:00,1.04
26/08/2024,Low,23:18:00,1.21
27/08/2024,High,06:04:00,3.61
27/08/2024,High,18:48:00,3.44
27/08/2024,Low,11:59:00,1.33
27/08/2024,Low,11:59:00,1.33
28/08/2024,High,07:30:00,3.43
28/08/2024,High,20:08:00,3.43
28/08/2024,Low,00:32:00,1.4
28/08/2024,Low,13:16:00,1.55
29/08/2024,High,08:54:00,3.39
29/08/2024,High,21:24:00,3.54
29/08/2024,Low,02:00:00,1.46
29/08/2024,Low,14:45:00,1.6
30/08/2024,High,10:10:00,3.46
30/08/2024,High,22:29:00,3.71
30/08/2024,Low,03:26:00,1.33
30/08/2024,Low,15:54:00,1.49
31/08/2024,High,11:09:00,3.57
31/08/2024,High,23:20:00,3.87
31/08/2024,Low,04:27:00,1.12
31/08/2024,Low,16:42:00,1.32
01/09/2024,High,11:55:00,3.64
01/09/2024,Low,05:11:00,0.93
01/09/2024,Low,17:21:00,1.16
01/09/2024,High,11:55:00,3.64
02/09/2024,High,00:00:00,3.96
02/09/2024,High,12:29:00,3.67
02/09/2024,Low,05:48:00,0.79
02/09/2024,Low,17:54:00,1.02
03/09/2024,High,00:30:00,4
03/09/2024,High,12:54:00,3.67
03/09/2024,Low,06:21:00,0.71
03/09/2024,Low,18:24:00,0.92
04/09/2024,High,00:54:00,4
04/09/2024,High,13:15:00,3.68
04/09/2024,Low,06:51:00,0.69
04/09/2024,Low,18:52:00,0.86
05/09/2024,High,01:20:00,3.98
05/09/2024,High,13:42:00,3.69
05/09/2024,Low,07:19:00,0.71
05/09/2024,Low,19:19:00,0.85
06/09/2024,High,01:49:00,3.95
06/09/2024,High,14:12:00,3.71
06/09/2024,Low,07:46:00,0.77
06/09/2024,Low,19:47:00,0.88
07/09/2024,High,02:22:00,3.89
07/09/2024,High,14:45:00,3.69
07/09/2024,Low,08:14:00,0.85
07/09/2024,Low,20:18:00,0.96
08/09/2024,High,02:59:00,3.79
08/09/2024,High,15:23:00,3.64
08/09/2024,Low,08:47:00,0.96
08/09/2024,Low,20:55:00,1.08
09/09/2024,High,03:40:00,3.65
09/09/2024,High,16:05:00,3.53
09/09/2024,Low,09:25:00,1.12
09/09/2024,Low,21:36:00,1.24
10/09/2024,High,04:26:00,3.47
10/09/2024,High,16:52:00,3.39
10/09/2024,Low,10:09:00,1.33
10/09/2024,Low,22:26:00,1.44
11/09/2024,High,05:20:00,3.26
11/09/2024,High,17:49:00,3.24
11/09/2024,Low,11:06:00,1.56
11/09/2024,Low,23:32:00,1.62
12/09/2024,High,06:34:00,3.1
12/09/2024,High,19:06:00,3.18
12/09/2024,Low,12:27:00,1.73
12/09/2024,Low,12:27:00,1.73
13/09/2024,High,08:15:00,3.12
13/09/2024,High,20:31:00,3.29
13/09/2024,Low,01:08:00,1.66
13/09/2024,Low,13:55:00,1.71
14/09/2024,High,09:30:00,3.32
14/09/2024,High,21:36:00,3.55
14/09/2024,Low,02:33:00,1.46
14/09/2024,Low,15:07:00,1.51
15/09/2024,High,10:26:00,3.58
15/09/2024,High,22:25:00,3.85
15/09/2024,Low,03:36:00,1.11
15/09/2024,Low,15:59:00,1.2
16/09/2024,High,11:09:00,3.83
16/09/2024,High,23:08:00,4.13
16/09/2024,Low,04:24:00,0.72
16/09/2024,Low,16:41:00,0.88
17/09/2024,High,11:48:00,4.02
17/09/2024,High,23:48:00,4.35
17/09/2024,Low,05:05:00,0.37
17/09/2024,Low,17:19:00,0.61
18/09/2024,High,12:26:00,4.13
18/09/2024,Low,05:44:00,0.13
18/09/2024,Low,17:57:00,0.41
18/09/2024,High,12:26:00,4.13
19/09/2024,High,00:27:00,4.48
19/09/2024,High,13:03:00,4.17
19/09/2024,Low,06:23:00,0.03
19/09/2024,Low,18:36:00,0.32
20/09/2024,High,01:08:00,4.51
20/09/2024,High,13:43:00,4.15
20/09/2024,Low,07:03:00,0.08
20/09/2024,Low,19:17:00,0.35
21/09/2024,High,01:51:00,4.43
21/09/2024,High,14:26:00,4.06
21/09/2024,Low,07:47:00,0.26
21/09/2024,Low,20:02:00,0.48
22/09/2024,High,02:39:00,4.27
22/09/2024,High,15:12:00,3.94
22/09/2024,Low,08:33:00,0.54
22/09/2024,Low,20:53:00,0.7
23/09/2024,High,03:32:00,4.02
23/09/2024,High,16:03:00,3.77
23/09/2024,Low,09:25:00,0.88
23/09/2024,Low,21:51:00,0.96
24/09/2024,High,04:32:00,3.73
24/09/2024,High,17:03:00,3.6
24/09/2024,Low,10:24:00,1.23
24/09/2024,Low,22:58:00,1.22
25/09/2024,High,05:48:00,3.46
25/09/2024,High,18:21:00,3.46
25/09/2024,Low,11:30:00,1.54
25/09/2024,Low,11:30:00,1.54
26/09/2024,High,07:17:00,3.3
26/09/2024,High,19:45:00,3.44
26/09/2024,Low,00:15:00,1.4
26/09/2024,Low,12:51:00,1.74
27/09/2024,High,08:45:00,3.31
27/09/2024,High,21:03:00,3.56
27/09/2024,Low,01:48:00,1.43
27/09/2024,Low,14:26:00,1.73
28/09/2024,High,10:00:00,3.44
28/09/2024,High,22:08:00,3.73
28/09/2024,Low,03:10:00,1.27
28/09/2024,Low,15:33:00,1.57
29/09/2024,High,10:53:00,3.57
29/09/2024,High,22:57:00,3.88
29/09/2024,Low,04:06:00,1.06
29/09/2024,Low,16:19:00,1.36
30/09/2024,High,11:33:00,3.67
30/09/2024,High,23:36:00,3.96
30/09/2024,Low,04:47:00,0.89
30/09/2024,Low,16:57:00,1.16
01/10/2024,High,12:03:00,3.71
01/10/2024,Low,05:22:00,0.77
01/10/2024,Low,17:29:00,1.01
01/10/2024,High,12:03:00,3.71
02/10/2024,High,00:05:00,3.99
02/10/2024,High,12:26:00,3.74
02/10/2024,Low,05:53:00,0.71
02/10/2024,Low,17:59:00,0.91
03/10/2024,High,00:30:00,3.98
03/10/2024,High,12:48:00,3.76
03/10/2024,Low,06:21:00,0.71
03/10/2024,Low,18:26:00,0.86
04/10/2024,High,00:54:00,3.95
04/10/2024,High,13:12:00,3.79
04/10/2024,Low,06:46:00,0.75
04/10/2024,Low,18:51:00,0.86
05/10/2024,High,01:22:00,3.91
05/10/2024,High,13:40:00,3.81
05/10/2024,Low,07:10:00,0.81
05/10/2024,Low,19:18:00,0.89
06/10/2024,High,01:54:00,3.86
06/10/2024,High,14:14:00,3.8
06/10/2024,Low,07:37:00,0.89
06/10/2024,Low,19:49:00,0.96
07/10/2024,High,02:32:00,3.77
07/10/2024,High,14:53:00,3.74
07/10/2024,Low,08:11:00,1.01
07/10/2024,Low,20:26:00,1.07
08/10/2024,High,03:14:00,3.63
08/10/2024,High,15:36:00,3.63
08/10/2024,Low,08:51:00,1.18
08/10/2024,Low,21:09:00,1.22
09/10/2024,High,04:01:00,3.46
09/10/2024,High,16:24:00,3.49
09/10/2024,Low,09:38:00,1.4
09/10/2024,Low,22:03:00,1.39
10/10/2024,High,04:58:00,3.28
10/10/2024,High,17:21:00,3.35
10/10/2024,Low,10:38:00,1.62
10/10/2024,Low,23:14:00,1.53
11/10/2024,High,06:14:00,3.15
11/10/2024,High,18:34:00,3.29
11/10/2024,Low,12:00:00,1.77
11/10/2024,Low,12:00:00,1.77
12/10/2024,High,07:49:00,3.19
12/10/2024,High,19:56:00,3.4
12/10/2024,Low,00:46:00,1.52
12/10/2024,Low,13:29:00,1.72
13/10/2024,High,09:04:00,3.4
13/10/2024,High,21:03:00,3.64
13/10/2024,Low,02:08:00,1.3
13/10/2024,Low,14:39:00,1.49
14/10/2024,High,10:00:00,3.65
14/10/2024,High,21:56:00,3.92
14/10/2024,Low,03:11:00,0.96
14/10/2024,Low,15:32:00,1.18
15/10/2024,High,10:44:00,3.89
15/10/2024,High,22:42:00,4.18
15/10/2024,Low,04:00:00,0.61
15/10/2024,Low,16:15:00,0.87
16/10/2024,High,11:24:00,4.07
16/10/2024,High,23:24:00,4.37
16/10/2024,Low,04:42:00,0.32
16/10/2024,Low,16:56:00,0.61
17/10/2024,High,12:03:00,4.18
17/10/2024,Low,05:22:00,0.15
17/10/2024,Low,17:36:00,0.43
17/10/2024,High,12:03:00,4.18
18/10/2024,High,00:06:00,4.46
18/10/2024,High,12:40:00,4.22
18/10/2024,Low,06:02:00,0.12
18/10/2024,Low,18:16:00,0.35
19/10/2024,High,00:49:00,4.46
19/10/2024,High,13:21:00,4.19
19/10/2024,Low,06:42:00,0.22
19/10/2024,Low,18:59:00,0.39
20/10/2024,High,01:35:00,4.35
20/10/2024,High,14:03:00,4.12
20/10/2024,Low,07:24:00,0.43
20/10/2024,Low,19:45:00,0.51
21/10/2024,High,02:24:00,4.16
21/10/2024,High,14:50:00,4.01
21/10/2024,Low,08:10:00,0.72
21/10/2024,Low,20:38:00,0.71
22/10/2024,High,03:18:00,3.91
22/10/2024,High,15:42:00,3.86
22/10/2024,Low,09:01:00,1.04
22/10/2024,Low,21:36:00,0.94
23/10/2024,High,04:20:00,3.64
23/10/2024,High,16:42:00,3.7
23/10/2024,Low,09:59:00,1.36
23/10/2024,Low,22:42:00,1.16
24/10/2024,High,05:34:00,3.4
24/10/2024,High,17:55:00,3.57
24/10/2024,Low,11:04:00,1.63
24/10/2024,Low,23:54:00,1.32
25/10/2024,High,06:55:00,3.28
25/10/2024,High,19:13:00,3.52
25/10/2024,Low,12:18:00,1.79
25/10/2024,Low,12:18:00,1.79
26/10/2024,High,08:17:00,3.3
26/10/2024,High,20:27:00,3.58
26/10/2024,Low,01:18:00,1.36
26/10/2024,Low,13:45:00,1.79
27/10/2024,High,08:27:00,3.42
27/10/2024,High,20:31:00,3.7
27/10/2024,Low,01:34:00,1.26
27/10/2024,Low,13:56:00,1.64
28/10/2024,High,09:18:00,3.56
28/10/2024,High,21:22:00,3.81
28/10/2024,Low,02:31:00,1.11
28/10/2024,Low,14:46:00,1.44
29/10/2024,High,09:57:00,3.67
29/10/2024,High,22:02:00,3.88
29/10/2024,Low,03:14:00,0.97
29/10/2024,Low,15:27:00,1.25
30/10/2024,High,10:28:00,3.74
30/10/2024,High,22:35:00,3.9
30/10/2024,Low,03:50:00,0.88
30/10/2024,Low,16:01:00,1.11
31/10/2024,High,10:55:00,3.8
31/10/2024,High,23:04:00,3.89
31/10/2024,Low,04:21:00,0.84
31/10/2024,Low,16:32:00,1.02
01/11/2024,High,11:21:00,3.84
01/11/2024,High,23:32:00,3.87
01/11/2024,Low,04:50:00,0.84
01/11/2024,Low,17:00:00,0.98
02/11/2024,High,11:46:00,3.87
02/11/2024,Low,05:15:00,0.88
02/11/2024,Low,17:27:00,0.97
02/11/2024,High,11:46:00,3.87
03/11/2024,High,00:00:00,3.84
03/11/2024,High,12:15:00,3.89
03/11/2024,Low,05:41:00,0.93
03/11/2024,Low,17:55:00,0.99
04/11/2024,High,00:33:00,3.8
04/11/2024,High,12:51:00,3.88
04/11/2024,Low,06:10:00,1
04/11/2024,Low,18:29:00,1.03
05/11/2024,High,01:12:00,3.73
05/11/2024,High,13:31:00,3.83
05/11/2024,Low,06:46:00,1.11
05/11/2024,Low,19:09:00,1.09
06/11/2024,High,01:57:00,3.63
06/11/2024,High,14:16:00,3.75
06/11/2024,Low,07:29:00,1.26
06/11/2024,Low,19:57:00,1.18
07/11/2024,High,02:48:00,3.51
07/11/2024,High,15:06:00,3.65
07/11/2024,Low,08:20:00,1.43
07/11/2024,Low,20:54:00,1.28
08/11/2024,High,03:46:00,3.39
08/11/2024,High,16:03:00,3.57
08/11/2024,Low,09:22:00,1.59
08/11/2024,Low,22:03:00,1.33
09/11/2024,High,04:57:00,3.32
09/11/2024,High,17:09:00,3.54
09/11/2024,Low,10:36:00,1.67
09/11/2024,Low,23:20:00,1.29
10/11/2024,High,06:15:00,3.36
10/11/2024,High,18:19:00,3.61
10/11/2024,Low,11:54:00,1.62
10/11/2024,Low,11:54:00,1.62
11/11/2024,High,07:26:00,3.51
11/11/2024,High,19:24:00,3.77
11/11/2024,Low,00:34:00,1.13
11/11/2024,Low,13:01:00,1.45
12/11/2024,High,08:24:00,3.7
12/11/2024,High,20:22:00,3.96
12/11/2024,Low,01:36:00,0.9
12/11/2024,Low,13:58:00,1.22
13/11/2024,High,09:14:00,3.89
13/11/2024,High,21:15:00,4.14
13/11/2024,Low,02:30:00,0.67
13/11/2024,Low,14:48:00,0.97
14/11/2024,High,09:59:00,4.04
14/11/2024,High,22:03:00,4.26
14/11/2024,Low,03:18:00,0.49
14/11/2024,Low,15:33:00,0.76
15/11/2024,High,10:41:00,4.14
15/11/2024,High,22:51:00,4.31
15/11/2024,Low,04:02:00,0.4
15/11/2024,Low,16:18:00,0.61
16/11/2024,High,11:23:00,4.19
16/11/2024,High,23:38:00,4.29
16/11/2024,Low,04:44:00,0.41
16/11/2024,Low,17:03:00,0.53
17/11/2024,High,12:05:00,4.2
17/11/2024,Low,05:26:00,0.51
17/11/2024,Low,17:48:00,0.53
17/11/2024,High,12:05:00,4.2
18/11/2024,High,00:25:00,4.19
18/11/2024,High,12:48:00,4.16
18/11/2024,Low,06:09:00,0.69
18/11/2024,Low,18:36:00,0.61
19/11/2024,High,01:15:00,4.03
19/11/2024,High,13:36:00,4.08
19/11/2024,Low,06:53:00,0.91
19/11/2024,Low,19:28:00,0.73
20/11/2024,High,02:08:00,3.83
20/11/2024,High,14:26:00,3.96
20/11/2024,Low,07:42:00,1.15
20/11/2024,Low,20:23:00,0.89
21/11/2024,High,03:06:00,3.62
21/11/2024,High,15:22:00,3.83
21/11/2024,Low,08:36:00,1.38
21/11/2024,Low,21:22:00,1.05
22/11/2024,High,04:10:00,3.43
22/11/2024,High,16:25:00,3.7
22/11/2024,Low,09:36:00,1.58
22/11/2024,Low,22:24:00,1.2
23/11/2024,High,05:19:00,3.31
23/11/2024,High,17:33:00,3.61
23/11/2024,Low,10:40:00,1.72
23/11/2024,Low,23:32:00,1.29
24/11/2024,High,06:28:00,3.29
24/11/2024,High,18:39:00,3.58
24/11/2024,Low,11:51:00,1.76
24/11/2024,Low,11:51:00,1.76
25/11/2024,High,07:32:00,3.36
25/11/2024,High,19:41:00,3.6
25/11/2024,Low,00:41:00,1.3
25/11/2024,Low,13:02:00,1.7
26/11/2024,High,08:26:00,3.47
26/11/2024,High,20:35:00,3.65
26/11/2024,Low,01:43:00,1.25
26/11/2024,Low,14:02:00,1.57
27/11/2024,High,09:10:00,3.59
27/11/2024,High,21:21:00,3.69
27/11/2024,Low,02:33:00,1.18
27/11/2024,Low,14:50:00,1.43
28/11/2024,High,09:48:00,3.7
28/11/2024,High,22:02:00,3.73
28/11/2024,Low,03:14:00,1.12
28/11/2024,Low,15:30:00,1.3
29/11/2024,High,10:22:00,3.79
29/11/2024,High,22:38:00,3.75
29/11/2024,Low,03:48:00,1.08
29/11/2024,Low,16:05:00,1.21
30/11/2024,High,10:54:00,3.85
30/11/2024,High,23:11:00,3.76
30/11/2024,Low,04:20:00,1.06
30/11/2024,Low,16:36:00,1.15
01/12/2024,High,11:23:00,3.91
01/12/2024,High,23:44:00,3.77
01/12/2024,Low,04:49:00,1.06
01/12/2024,Low,17:07:00,1.1
02/12/2024,High,11:55:00,3.94
02/12/2024,Low,05:18:00,1.06
02/12/2024,Low,17:39:00,1.05
02/12/2024,High,11:55:00,3.94
03/12/2024,High,00:20:00,3.76
03/12/2024,High,12:32:00,3.96
03/12/2024,Low,05:52:00,1.08
03/12/2024,Low,18:17:00,1.02
04/12/2024,High,01:00:00,3.74
04/12/2024,High,13:14:00,3.95
04/12/2024,Low,06:30:00,1.13
04/12/2024,Low,19:00:00,1
05/12/2024,High,01:45:00,3.7
05/12/2024,High,14:00:00,3.93
05/12/2024,Low,07:15:00,1.21
05/12/2024,Low,19:48:00,1.01
06/12/2024,High,02:36:00,3.64
06/12/2024,High,14:51:00,3.89
06/12/2024,Low,08:06:00,1.31
06/12/2024,Low,20:43:00,1.03
07/12/2024,High,03:32:00,3.58
07/12/2024,High,15:45:00,3.85
07/12/2024,Low,09:03:00,1.39
07/12/2024,Low,21:43:00,1.04
08/12/2024,High,04:32:00,3.53
08/12/2024,High,16:42:00,3.82
08/12/2024,Low,10:06:00,1.45
08/12/2024,Low,22:48:00,1.04
09/12/2024,High,05:37:00,3.53
09/12/2024,High,17:44:00,3.82
09/12/2024,Low,11:14:00,1.46
09/12/2024,Low,23:55:00,1.01
10/12/2024,High,06:44:00,3.58
10/12/2024,High,18:48:00,3.85
10/12/2024,Low,12:20:00,1.4
10/12/2024,Low,12:20:00,1.4
11/12/2024,High,07:46:00,3.68
11/12/2024,High,19:51:00,3.91
11/12/2024,Low,01:00:00,0.96
11/12/2024,Low,13:23:00,1.29
12/12/2024,High,08:44:00,3.8
12/12/2024,High,20:51:00,3.98
12/12/2024,Low,02:00:00,0.88
12/12/2024,Low,14:21:00,1.14
13/12/2024,High,09:37:00,3.93
13/12/2024,High,21:50:00,4.04
13/12/2024,Low,02:56:00,0.82
13/12/2024,Low,15:16:00,0.99
14/12/2024,High,10:26:00,4.04
14/12/2024,High,22:43:00,4.07
14/12/2024,Low,03:47:00,0.77
14/12/2024,Low,16:08:00,0.84
15/12/2024,High,11:12:00,4.12
15/12/2024,High,23:33:00,4.06
15/12/2024,Low,04:33:00,0.77
15/12/2024,Low,16:57:00,0.73
16/12/2024,High,11:55:00,4.16
16/12/2024,Low,05:16:00,0.81
16/12/2024,Low,17:44:00,0.67
16/12/2024,High,11:55:00,4.16
17/12/2024,High,00:20:00,4
17/12/2024,High,12:38:00,4.16
17/12/2024,Low,05:58:00,0.88
17/12/2024,Low,18:30:00,0.66
18/12/2024,High,01:06:00,3.9
18/12/2024,High,13:21:00,4.12
18/12/2024,Low,06:39:00,0.99
18/12/2024,Low,19:17:00,0.71
19/12/2024,High,01:53:00,3.76
19/12/2024,High,14:07:00,4.04
19/12/2024,Low,07:23:00,1.12
19/12/2024,Low,20:05:00,0.8
20/12/2024,High,02:42:00,3.62
20/12/2024,High,14:55:00,3.93
20/12/2024,Low,08:10:00,1.26
20/12/2024,Low,20:55:00,0.93
21/12/2024,High,03:33:00,3.47
21/12/2024,High,15:46:00,3.79
21/12/2024,Low,09:01:00,1.41
21/12/2024,Low,21:47:00,1.08
22/12/2024,High,04:29:00,3.35
22/12/2024,High,16:42:00,3.65
22/12/2024,Low,09:57:00,1.54
22/12/2024,Low,22:41:00,1.23
23/12/2024,High,05:28:00,3.28
23/12/2024,High,17:42:00,3.53
23/12/2024,Low,10:57:00,1.65
23/12/2024,Low,23:39:00,1.35
24/12/2024,High,06:29:00,3.28
