Date,TideType,TideTime,TideHeight (meters)
2024-06-28,High,04:54:00,3.99
2024-06-28,High,17:42:00,3.62
2024-06-28,Low,11:02:00,0.73
2024-06-28,Low,23:15:00,1.15
2024-06-29,High,05:54:00,3.92
2024-06-29,High,18:44:00,3.57
2024-06-29,Low,12:03:00,0.8
2024-06-29,Low,12:03:00,0.8
2024-06-30,High,06:57:00,3.85
2024-06-30,High,19:49:00,3.55
2024-06-30,Low,00:18:00,1.21
2024-06-30,Low,13:05:00,0.88
2024-07-01,High,08:04:00,3.8
2024-07-01,High,20:53:00,3.58
2024-07-01,Low,01:22:00,1.25
2024-07-01,Low,14:09:00,0.96
2024-07-02,High,09:12:00,3.77
2024-07-02,High,21:54:00,3.66
2024-07-02,Low,02:28:00,1.24
2024-07-02,Low,15:11:00,1.01
2024-07-03,High,10:16:00,3.77
2024-07-03,High,22:50:00,3.75
2024-07-03,Low,03:33:00,1.17
2024-07-03,Low,16:09:00,1.02
2024-07-04,High,11:15:00,3.79
2024-07-04,High,23:40:00,3.84
2024-07-04,Low,04:33:00,1.06
2024-07-04,Low,17:02:00,1.01
2024-07-05,High,12:07:00,3.79
2024-07-05,Low,05:27:00,0.94
2024-07-05,Low,17:47:00,0.99
2024-07-05,High,12:07:00,3.79
2024-07-06,High,00:23:00,3.91
2024-07-06,High,12:51:00,3.77
2024-07-06,Low,06:14:00,0.83
2024-07-06,Low,18:27:00,0.98
2024-07-07,High,01:01:00,3.96
2024-07-07,High,13:31:00,3.72
2024-07-07,Low,06:57:00,0.77
2024-07-07,Low,19:04:00,0.99
2024-07-08,High,01:37:00,3.97
2024-07-08,High,14:09:00,3.65
2024-07-08,Low,07:39:00,0.75
2024-07-08,Low,19:41:00,1.01
2024-07-09,High,02:14:00,3.95
2024-07-09,High,14:47:00,3.58
2024-07-09,Low,08:21:00,0.77
2024-07-09,Low,20:19:00,1.06
2024-07-10,High,02:54:00,3.89
2024-07-10,High,15:27:00,3.51
2024-07-10,Low,09:03:00,0.83
2024-07-10,Low,21:00:00,1.13
2024-07-11,High,03:35:00,3.81
2024-07-11,High,16:09:00,3.43
2024-07-11,Low,09:46:00,0.92
2024-07-11,Low,21:43:00,1.22
2024-07-12,High,04:18:00,3.7
2024-07-12,High,16:54:00,3.35
2024-07-12,Low,10:31:00,1.03
2024-07-12,Low,22:30:00,1.34
2024-07-13,High,05:06:00,3.57
2024-07-13,High,17:42:00,3.28
2024-07-13,Low,11:18:00,1.15
2024-07-13,Low,23:21:00,1.46
2024-07-14,High,05:58:00,3.43
2024-07-14,High,18:39:00,3.22
2024-07-14,Low,12:07:00,1.28
2024-07-14,Low,12:07:00,1.28
2024-07-15,High,07:00:00,3.32
2024-07-15,High,19:41:00,3.22
2024-07-15,Low,00:18:00,1.57
2024-07-15,Low,13:01:00,1.39
2024-07-16,High,08:09:00,3.28
2024-07-16,High,20:42:00,3.28
2024-07-16,Low,01:18:00,1.62
2024-07-16,Low,13:58:00,1.44
2024-07-17,High,09:13:00,3.31
2024-07-17,High,21:37:00,3.41
2024-07-17,Low,02:19:00,1.6
2024-07-17,Low,14:55:00,1.42
2024-07-18,High,10:09:00,3.42
2024-07-18,High,22:25:00,3.58
2024-07-18,Low,03:17:00,1.48
2024-07-18,Low,15:48:00,1.33
2024-07-19,High,11:00:00,3.55
2024-07-19,High,23:09:00,3.76
2024-07-19,Low,04:09:00,1.29
2024-07-19,Low,16:34:00,1.19
2024-07-20,High,11:44:00,3.69
2024-07-20,High,23:49:00,3.94
2024-07-20,Low,04:55:00,1.06
2024-07-20,Low,17:16:00,1.03
2024-07-21,High,12:27:00,3.81
2024-07-21,Low,05:39:00,0.82
2024-07-21,Low,17:57:00,0.88
2024-07-21,High,12:27:00,3.81
2024-07-22,High,00:30:00,4.09
2024-07-22,High,13:09:00,3.89
2024-07-22,Low,06:21:00,0.61
2024-07-22,Low,18:37:00,0.76
2024-07-23,High,01:12:00,4.2
2024-07-23,High,13:52:00,3.93
2024-07-23,Low,07:05:00,0.47
2024-07-23,Low,19:19:00,0.71
2024-07-24,High,01:56:00,4.26
2024-07-24,High,14:37:00,3.93
2024-07-24,Low,07:52:00,0.41
2024-07-24,Low,20:04:00,0.71
2024-07-25,High,02:43:00,4.27
2024-07-25,High,15:25:00,3.88
2024-07-25,Low,08:42:00,0.42
2024-07-25,Low,20:53:00,0.78
2024-07-26,High,03:33:00,4.22
2024-07-26,High,16:15:00,3.8
2024-07-26,Low,09:35:00,0.52
2024-07-26,Low,21:46:00,0.89
2024-07-27,High,04:26:00,4.12
2024-07-27,High,17:09:00,3.69
2024-07-27,Low,10:30:00,0.67
2024-07-27,Low,22:43:00,1.03
2024-07-28,High,05:24:00,3.96
2024-07-28,High,18:09:00,3.58
2024-07-28,Low,11:29:00,0.87
2024-07-28,Low,23:45:00,1.19
2024-07-29,High,06:29:00,3.79
2024-07-29,High,19:18:00,3.5
2024-07-29,Low,12:32:00,1.09
2024-07-29,Low,12:32:00,1.09
2024-07-30,High,07:44:00,3.64
2024-07-30,High,20:30:00,3.49
2024-07-30,Low,00:54:00,1.33
2024-07-30,Low,13:42:00,1.26
2024-07-31,High,09:00:00,3.57
2024-07-31,High,21:38:00,3.57
2024-07-31,Low,02:10:00,1.39
2024-07-31,Low,14:55:00,1.35
2024-08-01,High,10:11:00,3.58
2024-08-01,High,22:39:00,3.7
2024-08-01,Low,03:27:00,1.32
2024-08-01,Low,16:02:00,1.32
2024-08-02,High,11:13:00,3.63
2024-08-02,High,23:32:00,3.83
2024-08-02,Low,04:32:00,1.17
2024-08-02,Low,16:54:00,1.24
2024-08-03,High,12:04:00,3.67
2024-08-03,Low,05:24:00,0.99
2024-08-03,Low,17:37:00,1.13
2024-08-03,High,12:04:00,3.67
2024-08-04,High,00:15:00,3.93
2024-08-04,High,12:44:00,3.68
2024-08-04,Low,06:06:00,0.85
2024-08-04,Low,18:13:00,1.05
2024-08-05,High,00:48:00,3.98
2024-08-05,High,13:15:00,3.66
2024-08-05,Low,06:43:00,0.76
2024-08-05,Low,18:46:00,0.98
2024-08-06,High,01:17:00,3.99
2024-08-06,High,13:43:00,3.63
2024-08-06,Low,07:18:00,0.73
2024-08-06,Low,19:18:00,0.94
2024-08-07,High,01:47:00,3.98
2024-08-07,High,14:14:00,3.61
2024-08-07,Low,07:52:00,0.74
2024-08-07,Low,19:49:00,0.94
2024-08-08,High,02:21:00,3.94
2024-08-08,High,14:48:00,3.59
2024-08-08,Low,08:26:00,0.79
2024-08-08,Low,20:22:00,0.98
2024-08-09,High,02:56:00,3.87
2024-08-09,High,15:24:00,3.56
2024-08-09,Low,09:00:00,0.88
2024-08-09,Low,20:57:00,1.06
2024-08-10,High,03:35:00,3.77
2024-08-10,High,16:03:00,3.5
2024-08-10,Low,09:36:00,0.99
2024-08-10,Low,21:36:00,1.18
2024-08-11,High,04:17:00,3.63
2024-08-11,High,16:45:00,3.41
2024-08-11,Low,10:15:00,1.13
2024-08-11,Low,22:18:00,1.33
2024-08-12,High,05:03:00,3.46
2024-08-12,High,17:34:00,3.3
2024-08-12,Low,11:00:00,1.31
2024-08-12,Low,23:09:00,1.5
2024-08-13,High,05:59:00,3.29
2024-08-13,High,18:34:00,3.2
2024-08-13,Low,11:57:00,1.49
2024-08-13,Low,11:57:00,1.49
2024-08-14,High,07:12:00,3.16
2024-08-14,High,19:51:00,3.19
2024-08-14,Low,00:15:00,1.65
2024-08-14,Low,13:08:00,1.61
2024-08-15,High,08:41:00,3.18
2024-08-15,High,21:03:00,3.32
2024-08-15,Low,01:38:00,1.68
2024-08-15,Low,14:21:00,1.61
2024-08-16,High,09:49:00,3.33
2024-08-16,High,22:01:00,3.53
2024-08-16,Low,02:51:00,1.53
2024-08-16,Low,15:26:00,1.46
2024-08-17,High,10:43:00,3.54
2024-08-17,High,22:48:00,3.79
2024-08-17,Low,03:53:00,1.25
2024-08-17,Low,16:18:00,1.23
2024-08-18,High,11:29:00,3.75
2024-08-18,High,23:30:00,4.04
2024-08-18,Low,04:42:00,0.91
2024-08-18,Low,17:00:00,0.97
2024-08-19,High,12:09:00,3.92
2024-08-19,Low,05:24:00,0.59
2024-08-19,Low,17:39:00,0.73
2024-08-19,High,12:09:00,3.92
2024-08-20,High,00:11:00,4.24
2024-08-20,High,12:49:00,4.03
2024-08-20,Low,06:04:00,0.33
2024-08-20,Low,18:18:00,0.56
2024-08-21,High,00:51:00,4.38
2024-08-21,High,13:29:00,4.07
2024-08-21,Low,06:45:00,0.18
2024-08-21,Low,18:58:00,0.47
2024-08-22,High,01:32:00,4.44
2024-08-22,High,14:10:00,4.06
2024-08-22,Low,07:28:00,0.16
2024-08-22,Low,19:40:00,0.48
2024-08-23,High,02:16:00,4.41
2024-08-23,High,14:54:00,3.98
2024-08-23,Low,08:14:00,0.26
2024-08-23,Low,20:26:00,0.58
2024-08-24,High,03:04:00,4.3
2024-08-24,High,15:42:00,3.87
2024-08-24,Low,09:03:00,0.46
2024-08-24,Low,21:16:00,0.75
2024-08-25,High,03:56:00,4.11
2024-08-25,High,16:33:00,3.72
2024-08-25,Low,09:57:00,0.73
2024-08-25,Low,22:13:00,0.98
2024-08-26,High,04:54:00,3.87
2024-08-26,High,17:33:00,3.56
2024-08-26,Low,10:54:00,1.04
2024-08-26,Low,23:18:00,1.21
2024-08-27,High,06:04:00,3.61
2024-08-27,High,18:48:00,3.44
2024-08-27,Low,11:59:00,1.33
2024-08-27,Low,11:59:00,1.33
2024-08-28,High,07:30:00,3.43
2024-08-28,High,20:08:00,3.43
2024-08-28,Low,00:32:00,1.4
2024-08-28,Low,13:16:00,1.55
2024-08-29,High,08:54:00,3.39
2024-08-29,High,21:24:00,3.54
2024-08-29,Low,02:00:00,1.46
2024-08-29,Low,14:45:00,1.6
2024-08-30,High,10:10:00,3.46
2024-08-30,High,22:29:00,3.71
2024-08-30,Low,03:26:00,1.33
2024-08-30,Low,15:54:00,1.49
2024-08-31,High,11:09:00,3.57
2024-08-31,High,23:20:00,3.87
2024-08-31,Low,04:27:00,1.12
2024-08-31,Low,16:42:00,1.32
2024-09-01,High,11:55:00,3.64
2024-09-01,Low,05:11:00,0.93
2024-09-01,Low,17:21:00,1.16
2024-09-01,High,11:55:00,3.64
2024-09-02,High,00:00:00,3.96
2024-09-02,High,12:29:00,3.67
2024-09-02,Low,05:48:00,0.79
2024-09-02,Low,17:54:00,1.02
2024-09-03,High,00:30:00,4
2024-09-03,High,12:54:00,3.67
2024-09-03,Low,06:21:00,0.71
2024-09-03,Low,18:24:00,0.92
2024-09-04,High,00:54:00,4
2024-09-04,High,13:15:00,3.68
2024-09-04,Low,06:51:00,0.69
2024-09-04,Low,18:52:00,0.86
2024-09-05,High,01:20:00,3.98
2024-09-05,High,13:42:00,3.69
2024-09-05,Low,07:19:00,0.71
2024-09-05,Low,19:19:00,0.85
2024-09-06,High,01:49:00,3.95
2024-09-06,High,14:12:00,3.71
2024-09-06,Low,07:46:00,0.77
2024-09-06,Low,19:47:00,0.88
2024-09-07,High,02:22:00,3.89
2024-09-07,High,14:45:00,3.69
2024-09-07,Low,08:14:00,0.85
2024-09-07,Low,20:18:00,0.96
2024-09-08,High,02:59:00,3.79
2024-09-08,High,15:23:00,3.64
2024-09-08,Low,08:47:00,0.96
2024-09-08,Low,20:55:00,1.08
2024-09-09,High,03:40:00,3.65
2024-09-09,High,16:05:00,3.53
2024-09-09,Low,09:25:00,1.12
2024-09-09,Low,21:36:00,1.24
2024-09-10,High,04:26:00,3.47
2024-09-10,High,16:52:00,3.39
2024-09-10,Low,10:09:00,1.33
2024-09-10,Low,22:26:00,1.44
2024-09-11,High,05:20:00,3.26
2024-09-11,High,17:49:00,3.24
2024-09-11,Low,11:06:00,1.56
2024-09-11,Low,23:32:00,1.62
2024-09-12,High,06:34:00,3.1
2024-09-12,High,19:06:00,3.18
2024-09-12,Low,12:27:00,1.73
2024-09-12,Low,12:27:00,1.73
2024-09-13,High,08:15:00,3.12
2024-09-13,High,20:31:00,3.29
2024-09-13,Low,01:08:00,1.66
2024-09-13,Low,13:55:00,1.71
2024-09-14,High,09:30:00,3.32
2024-09-14,High,21:36:00,3.55
2024-09-14,Low,02:33:00,1.46
2024-09-14,Low,15:07:00,1.51
2024-09-15,High,10:26:00,3.58
2024-09-15,High,22:25:00,3.85
2024-09-15,Low,03:36:00,1.11
2024-09-15,Low,15:59:00,1.2
2024-09-16,High,11:09:00,3.83
2024-09-16,High,23:08:00,4.13
2024-09-16,Low,04:24:00,0.72
2024-09-16,Low,16:41:00,0.88
2024-09-17,High,11:48:00,4.02
2024-09-17,High,23:48:00,4.35
2024-09-17,Low,05:05:00,0.37
2024-09-17,Low,17:19:00,0.61
2024-09-18,High,12:26:00,4.13
2024-09-18,Low,05:44:00,0.13
2024-09-18,Low,17:57:00,0.41
2024-09-18,High,12:26:00,4.13
2024-09-19,High,00:27:00,4.48
2024-09-19,High,13:03:00,4.17
2024-09-19,Low,06:23:00,0.03
2024-09-19,Low,18:36:00,0.32
2024-09-20,High,01:08:00,4.51
2024-09-20,High,13:43:00,4.15
2024-09-20,Low,07:03:00,0.08
2024-09-20,Low,19:17:00,0.35
2024-09-21,High,01:51:00,4.43
2024-09-21,High,14:26:00,4.06
2024-09-21,Low,07:47:00,0.26
2024-09-21,Low,20:02:00,0.48
2024-09-22,High,02:39:00,4.27
2024-09-22,High,15:12:00,3.94
2024-09-22,Low,08:33:00,0.54
2024-09-22,Low,20:53:00,0.7
2024-09-23,High,03:32:00,4.02
2024-09-23,High,16:03:00,3.77
2024-09-23,Low,09:25:00,0.88
2024-09-23,Low,21:51:00,0.96
2024-09-24,High,04:32:00,3.73
2024-09-24,High,17:03:00,3.6
2024-09-24,Low,10:24:00,1.23
2024-09-24,Low,22:58:00,1.22
2024-09-25,High,05:48:00,3.46
2024-09-25,High,18:21:00,3.46
2024-09-25,Low,11:30:00,1.54
2024-09-25,Low,11:30:00,1.54
2024-09-26,High,07:17:00,3.3
2024-09-26,High,19:45:00,3.44
2024-09-26,Low,00:15:00,1.4
2024-09-26,Low,12:51:00,1.74
2024-09-27,High,08:45:00,3.31
2024-09-27,High,21:03:00,3.56
2024-09-27,Low,01:48:00,1.43
2024-09-27,Low,14:26:00,1.73
2024-09-28,High,10:00:00,3.44
2024-09-28,High,22:08:00,3.73
2024-09-28,Low,03:10:00,1.27
2024-09-28,Low,15:33:00,1.57
2024-09-29,High,10:53:00,3.57
2024-09-29,High,22:57:00,3.88
2024-09-29,Low,04:06:00,1.06
2024-09-29,Low,16:19:00,1.36
2024-09-30,High,11:33:00,3.67
2024-09-30,High,23:36:00,3.96
2024-09-30,Low,04:47:00,0.89
2024-09-30,Low,16:57:00,1.16
2024-10-01,High,12:03:00,3.71
2024-10-01,Low,05:22:00,0.77
2024-10-01,Low,17:29:00,1.01
2024-10-01,High,12:03:00,3.71
2024-10-02,High,00:05:00,3.99
2024-10-02,High,12:26:00,3.74
2024-10-02,Low,05:53:00,0.71
2024-10-02,Low,17:59:00,0.91
2024-10-03,High,00:30:00,3.98
2024-10-03,High,12:48:00,3.76
2024-10-03,Low,06:21:00,0.71
2024-10-03,Low,18:26:00,0.86
2024-10-04,High,00:54:00,3.95
2024-10-04,High,13:12:00,3.79
2024-10-04,Low,06:46:00,0.75
2024-10-04,Low,18:51:00,0.86
2024-10-05,High,01:22:00,3.91
2024-10-05,High,13:40:00,3.81
2024-10-05,Low,07:10:00,0.81
2024-10-05,Low,19:18:00,0.89
2024-10-06,High,01:54:00,3.86
2024-10-06,High,14:14:00,3.8
2024-10-06,Low,07:37:00,0.89
2024-10-06,Low,19:49:00,0.96
2024-10-07,High,02:32:00,3.77
2024-10-07,High,14:53:00,3.74
2024-10-07,Low,08:11:00,1.01
2024-10-07,Low,20:26:00,1.07
2024-10-08,High,03:14:00,3.63
2024-10-08,High,15:36:00,3.63
2024-10-08,Low,08:51:00,1.18
2024-10-08,Low,21:09:00,1.22
2024-10-09,High,04:01:00,3.46
2024-10-09,High,16:24:00,3.49
2024-10-09,Low,09:38:00,1.4
2024-10-09,Low,22:03:00,1.39
2024-10-10,High,04:58:00,3.28
2024-10-10,High,17:21:00,3.35
2024-10-10,Low,10:38:00,1.62
2024-10-10,Low,23:14:00,1.53
2024-10-11,High,06:14:00,3.15
2024-10-11,High,18:34:00,3.29
2024-10-11,Low,12:00:00,1.77
2024-10-11,Low,12:00:00,1.77
2024-10-12,High,07:49:00,3.19
2024-10-12,High,19:56:00,3.4
2024-10-12,Low,00:46:00,1.52
2024-10-12,Low,13:29:00,1.72
2024-10-13,High,09:04:00,3.4
2024-10-13,High,21:03:00,3.64
2024-10-13,Low,02:08:00,1.3
2024-10-13,Low,14:39:00,1.49
2024-10-14,High,10:00:00,3.65
2024-10-14,High,21:56:00,3.92
2024-10-14,Low,03:11:00,0.96
2024-10-14,Low,15:32:00,1.18
2024-10-15,High,10:44:00,3.89
2024-10-15,High,22:42:00,4.18
2024-10-15,Low,04:00:00,0.61
2024-10-15,Low,16:15:00,0.87
2024-10-16,High,11:24:00,4.07
2024-10-16,High,23:24:00,4.37
2024-10-16,Low,04:42:00,0.32
2024-10-16,Low,16:56:00,0.61
2024-10-17,High,12:03:00,4.18
2024-10-17,Low,05:22:00,0.15
2024-10-17,Low,17:36:00,0.43
2024-10-17,High,12:03:00,4.18
2024-10-18,High,00:06:00,4.46
2024-10-18,High,12:40:00,4.22
2024-10-18,Low,06:02:00,0.12
2024-10-18,Low,18:16:00,0.35
2024-10-19,High,00:49:00,4.46
2024-10-19,High,13:21:00,4.19
2024-10-19,Low,06:42:00,0.22
2024-10-19,Low,18:59:00,0.39
2024-10-20,High,01:35:00,4.35
2024-10-20,High,14:03:00,4.12
2024-10-20,Low,07:24:00,0.43
2024-10-20,Low,19:45:00,0.51
2024-10-21,High,02:24:00,4.16
2024-10-21,High,14:50:00,4.01
2024-10-21,Low,08:10:00,0.72
2024-10-21,Low,20:38:00,0.71
2024-10-22,High,03:18:00,3.91
2024-10-22,High,15:42:00,3.86
2024-10-22,Low,09:01:00,1.04
2024-10-22,Low,21:36:00,0.94
2024-10-23,High,04:20:00,3.64
2024-10-23,High,16:42:00,3.7
2024-10-23,Low,09:59:00,1.36
2024-10-23,Low,22:42:00,1.16
2024-10-24,High,05:34:00,3.4
2024-10-24,High,17:55:00,3.57
2024-10-24,Low,11:04:00,1.63
2024-10-24,Low,23:54:00,1.32
2024-10-25,High,06:55:00,3.28
2024-10-25,High,19:13:00,3.52
2024-10-25,Low,12:18:00,1.79
2024-10-25,Low,12:18:00,1.79
2024-10-26,High,08:17:00,3.3
2024-10-26,High,20:27:00,3.58
2024-10-26,Low,01:18:00,1.36
2024-10-26,Low,13:45:00,1.79
2024-10-27,High,08:27:00,3.42
2024-10-27,High,20:31:00,3.7
2024-10-27,Low,01:34:00,1.26
2024-10-27,Low,13:56:00,1.64
2024-10-28,High,09:18:00,3.56
2024-10-28,High,21:22:00,3.81
2024-10-28,Low,02:31:00,1.11
2024-10-28,Low,14:46:00,1.44
2024-10-29,High,09:57:00,3.67
2024-10-29,High,22:02:00,3.88
2024-10-29,Low,03:14:00,0.97
2024-10-29,Low,15:27:00,1.25
2024-10-30,High,10:28:00,3.74
2024-10-30,High,22:35:00,3.9
2024-10-30,Low,03:50:00,0.88
2024-10-30,Low,16:01:00,1.11
2024-10-31,High,10:55:00,3.8
2024-10-31,High,23:04:00,3.89
2024-10-31,Low,04:21:00,0.84
2024-10-31,Low,16:32:00,1.02
2024-11-01,High,11:21:00,3.84
2024-11-01,High,23:32:00,3.87
2024-11-01,Low,04:50:00,0.84
2024-11-01,Low,17:00:00,0.98
2024-11-02,High,11:46:00,3.87
2024-11-02,Low,05:15:00,0.88
2024-11-02,Low,17:27:00,0.97
2024-11-02,High,11:46:00,3.87
2024-11-03,High,00:00:00,3.84
2024-11-03,High,12:15:00,3.89
2024-11-03,Low,05:41:00,0.93
2024-11-03,Low,17:55:00,0.99
2024-11-04,High,00:33:00,3.8
2024-11-04,High,12:51:00,3.88
2024-11-04,Low,06:10:00,1
2024-11-04,Low,18:29:00,1.03
2024-11-05,High,01:12:00,3.73
2024-11-05,High,13:31:00,3.83
2024-11-05,Low,06:46:00,1.11
2024-11-05,Low,19:09:00,1.09
2024-11-06,High,01:57:00,3.63
2024-11-06,High,14:16:00,3.75
2024-11-06,Low,07:29:00,1.26
2024-11-06,Low,19:57:00,1.18
2024-11-07,High,02:48:00,3.51
2024-11-07,High,15:06:00,3.65
2024-11-07,Low,08:20:00,1.43
2024-11-07,Low,20:54:00,1.28
2024-11-08,High,03:46:00,3.39
2024-11-08,High,16:03:00,3.57
2024-11-08,Low,09:22:00,1.59
2024-11-08,Low,22:03:00,1.33
2024-11-09,High,04:57:00,3.32
2024-11-09,High,17:09:00,3.54
2024-11-09,Low,10:36:00,1.67
2024-11-09,Low,23:20:00,1.29
2024-11-10,High,06:15:00,3.36
2024-11-10,High,18:19:00,3.61
2024-11-10,Low,11:54:00,1.62
2024-11-10,Low,11:54:00,1.62
2024-11-11,High,07:26:00,3.51
2024-11-11,High,19:24:00,3.77
2024-11-11,Low,00:34:00,1.13
2024-11-11,Low,13:01:00,1.45
2024-11-12,High,08:24:00,3.7
2024-11-12,High,20:22:00,3.96
2024-11-12,Low,01:36:00,0.9
2024-11-12,Low,13:58:00,1.22
2024-11-13,High,09:14:00,3.89
2024-11-13,High,21:15:00,4.14
2024-11-13,Low,02:30:00,0.67
2024-11-13,Low,14:48:00,0.97
2024-11-14,High,09:59:00,4.04
2024-11-14,High,22:03:00,4.26
2024-11-14,Low,03:18:00,0.49
2024-11-14,Low,15:33:00,0.76
2024-11-15,High,10:41:00,4.14
2024-11-15,High,22:51:00,4.31
2024-11-15,Low,04:02:00,0.4
2024-11-15,Low,16:18:00,0.61
2024-11-16,High,11:23:00,4.19
2024-11-16,High,23:38:00,4.29
2024-11-16,Low,04:44:00,0.41
2024-11-16,Low,17:03:00,0.53
2024-11-17,High,12:05:00,4.2
2024-11-17,Low,05:26:00,0.51
2024-11-17,Low,17:48:00,0.53
2024-11-17,High,12:05:00,4.2
2024-11-18,High,00:25:00,4.19
2024-11-18,High,12:48:00,4.16
2024-11-18,Low,06:09:00,0.69
2024-11-18,Low,18:36:00,0.61
2024-11-19,High,01:15:00,4.03
2024-11-19,High,13:36:00,4.08
2024-11-19,Low,06:53:00,0.91
2024-11-19,Low,19:28:00,0.73
2024-11-20,High,02:08:00,3.83
2024-11-20,High,14:26:00,3.96
2024-11-20,Low,07:42:00,1.15
2024-11-20,Low,20:23:00,0.89
2024-11-21,High,03:06:00,3.62
2024-11-21,High,15:22:00,3.83
2024-11-21,Low,08:36:00,1.38
2024-11-21,Low,21:22:00,1.05
2024-11-22,High,04:10:00,3.43
2024-11-22,High,16:25:00,3.7
2024-11-22,Low,09:36:00,1.58
2024-11-22,Low,22:24:00,1.2
2024-11-23,High,05:19:00,3.31
2024-11-23,High,17:33:00,3.61
2024-11-23,Low,10:40:00,1.72
2024-11-23,Low,23:32:00,1.29
2024-11-24,High,06:28:00,3.29
2024-11-24,High,18:39:00,3.58
2024-11-24,Low,11:51:00,1.76
2024-11-24,Low,11:51:00,1.76
2024-11-25,High,07:32:00,3.36
2024-11-25,High,19:41:00,3.6
2024-11-25,Low,00:41:00,1.3
2024-11-25,Low,13:02:00,1.7
2024-11-26,High,08:26:00,3.47
2024-11-26,High,20:35:00,3.65
2024-11-26,Low,01:43:00,1.25
2024-11-26,Low,14:02:00,1.57
2024-11-27,High,09:10:00,3.59
2024-11-27,High,21:21:00,3.69
2024-11-27,Low,02:33:00,1.18
2024-11-27,Low,14:50:00,1.43
2024-11-28,High,09:48:00,3.7
2024-11-28,High,22:02:00,3.73
2024-11-28,Low,03:14:00,1.12
2024-11-28,Low,15:30:00,1.3
2024-11-29,High,10:22:00,3.79
2024-11-29,High,22:38:00,3.75
2024-11-29,Low,03:48:00,1.08
2024-11-29,Low,16:05:00,1.21
2024-11-30,High,10:54:00,3.85
2024-11-30,High,23:11:00,3.76
2024-11-30,Low,04:20:00,1.06
2024-11-30,Low,16:36:00,1.15
2024-12-01,High,11:23:00,3.91
2024-12-01,High,23:44:00,3.77
2024-12-01,Low,04:49:00,1.06
2024-12-01,Low,17:07:00,1.1
2024-12-02,High,11:55:00,3.94
2024-12-02,Low,05:18:00,1.06
2024-12-02,Low,17:39:00,1.05
2024-12-02,High,11:55:00,3.94
2024-12-03,High,00:20:00,3.76
2024-12-03,High,12:32:00,3.96
2024-12-03,Low,05:52:00,1.08
2024-12-03,Low,18:17:00,1.02
2024-12-04,High,01:00:00,3.74
2024-12-04,High,13:14:00,3.95
2024-12-04,Low,06:30:00,1.13
2024-12-04,Low,19:00:00,1
2024-12-05,High,01:45:00,3.7
2024-12-05,High,14:00:00,3.93
2024-12-05,Low,07:15:00,1.21
2024-12-05,Low,19:48:00,1.01
2024-12-06,High,02:36:00,3.64
2024-12-06,High,14:51:00,3.89
2024-12-06,Low,08:06:00,1.31
2024-12-06,Low,20:43:00,1.03
2024-12-07,High,03:32:00,3.58
2024-12-07,High,15:45:00,3.85
2024-12-07,Low,09:03:00,1.39
2024-12-07,Low,21:43:00,1.04
2024-12-08,High,04:32:00,3.53
2024-12-08,High,16:42:00,3.82
2024-12-08,Low,10:06:00,1.45
2024-12-08,Low,22:48:00,1.04
2024-12-09,High,05:37:00,3.53
2024-12-09,High,17:44:00,3.82
2024-12-09,Low,11:14:00,1.46
2024-12-09,Low,23:55:00,1.01
2024-12-10,High,06:44:00,3.58
2024-12-10,High,18:48:00,3.85
2024-12-10,Low,12:20:00,1.4
2024-12-10,Low,12:20:00,1.4
2024-12-11,High,07:46:00,3.68
2024-12-11,High,19:51:00,3.91
2024-12-11,Low,01:00:00,0.96
2024-12-11,Low,13:23:00,1.29
2024-12-12,High,08:44:00,3.8
2024-12-12,High,20:51:00,3.98
2024-12-12,Low,02:00:00,0.88
2024-12-12,Low,14:21:00,1.14
2024-12-13,High,09:37:00,3.93
2024-12-13,High,21:50:00,4.04
2024-12-13,Low,02:56:00,0.82
2024-12-13,Low,15:16:00,0.99
2024-12-14,High,10:26:00,4.04
2024-12-14,High,22:43:00,4.07
2024-12-14,Low,03:47:00,0.77
2024-12-14,Low,16:08:00,0.84
2024-12-15,High,11:12:00,4.12
2024-12-15,High,23:33:00,4.06
2024-12-15,Low,04:33:00,0.77
2024-12-15,Low,16:57:00,0.73
2024-12-16,High,11:55:00,4.16
2024-12-16,Low,05:16:00,0.81
2024-12-16,Low,17:44:00,0.67
2024-12-16,High,11:55:00,4.16
2024-12-17,High,00:20:00,4
2024-12-17,High,12:38:00,4.16
2024-12-17,Low,05:58:00,0.88
2024-12-17,Low,18:30:00,0.66
2024-12-18,High,01:06:00,3.9
2024-12-18,High,13:21:00,4.12
2024-12-18,Low,06:39:00,0.99
2024-12-18,Low,19:17:00,0.71
2024-12-19,High,01:53:00,3.76
2024-12-19,High,14:07:00,4.04
2024-12-19,Low,07:23:00,1.12
2024-12-19,Low,20:05:00,0.8
2024-12-20,High,02:42:00,3.62
2024-12-20,High,14:55:00,3.93
2024-12-20,Low,08:10:00,1.26
2024-12-20,Low,20:55:00,0.93
2024-12-21,High,03:33:00,3.47
2024-12-21,High,15:46:00,3.79
2024-12-21,Low,09:01:00,1.41
2024-12-21,Low,21:47:00,1.08
2024-12-22,High,04:29:00,3.35
2024-12-22,High,16:42:00,3.65
2024-12-22,Low,09:57:00,1.54
2024-12-22,Low,22:41:00,1.23
2024-12-23,High,05:28:00,3.28
2024-12-23,High,17:42:00,3.53
2024-12-23,Low,10:57:00,1.65
2024-12-23,Low,23:39:00,1.35
2024-12-24,High,06:29:00,3.28
